"LimesLimits_ID";"obsolete";"X_coordinate";"Y_coordinate";"Place";"Toponym";"Site_type";"Uncertain";"Start_period";"End_period";"Size";"Conservation";"Notes";"checked";"location_note"
439;0;143750;446270;"'t Goy";"Tuurdijk II";"rural settlement";0;"IJZL";"ROM";;;"also VME/LME site";1;
440;0;143300;445950;"'t Goy";"Groenedijkje / Beusichemseweg I";"rural settlement; burial(s)?";0;"IJZL";"NT";;;;1;
441;0;142750;446190;"'t Goy";"Wickenburgseweg I";"rural settlement?";1;"ROM";"ROM";;;"evidence inconclusive; very close to sites 442 and 443, possibly one settlement";1;
442;0;142400;446300;"'t Goy";"Wickenburgseweg II";"rural settlement";0;"IJZL";"ROM";;;"very close to sites 441 and 443, possibly one settlement";1;
443;0;142640;446500;"'t Goy";"Wickenburgseweg III";"rural settlement";0;"IJZL";"ROM";;;"also VME/LME site; very close to sites 441 and 442, possibly one settlement";1;
445;0;141960;446780;"Houten";"Hoogdijk I";"rural settlement";0;"IJZL";"ROMV";;;"very close to sites 446 and 448; also VME site";1;
446;0;142150;446600;"Houten";"Hoogdijk II";"rural settlement";1;"ROML";"ROML";;;"dating uncertain";1;
447;1;143080;446800;"'t Goy";"Beusichemseweg II";"isolated find(s)";0;"ROM";"ROM";;;"very close to site 872, possibly one settlement";1;
448;0;141700;446800;"Houten";"Schalkwijkseweg terrein 14 I";"rural settlement";0;"IJZL";"ROM";"large";;"Vos (2009) combined Vossen's sites 448, 450 and 453 into one settlement";1;
450;0;141500;446950;"Houten";"Schalkwijkseweg terrein 14 II";"rural settlement";0;"ROM";"ROM";"large";;"Vos (2009) combined Vossen's sites 448, 450 and 453 into one settlement";1;
451;0;141220;446540;"Houten";"De Trip";"rural settlement";0;"ROM";"ROM";;;;1;
452;0;140900;446630;"Houten";"Schonauwenseweg";"rural settlement";0;"IJZL";"ROM";;;;1;
453;0;141200;446900;"Houten";"Schalkwijkseweg terrein 14 III";"rural settlement; burial(s)";0;"IJZL";"ROMV";;;"habitation dated 50 BC - 50 AD, single burial dated 400 - 200 BC (Krist et al. 2001); Vos (2009) combined Vossen's sites 448, 450 and 453 into one settlement, but it seems ROMM habitation may have shifted to the east";1;
454;0;140830;447720;"Houten";"Leeweg";"rural settlement";0;"IJZL";"ROMM";;;;1;
455;0;140875;447125;"Houten";"Hofstad terrein 16";"rural settlement";0;"IJZM";"ROMM";"large";;;1;
456;1;141150;448000;"Houten";"Leedijk terrein 9";"rural settlement; burial(s)";0;"IJZM";"IJZL";;;"not a Roman site! Also VME/LME habitation";1;
458;0;141240;448200;"Houten";"Binnenweg terrein 21/22";"rural settlement; burial(s)";0;"IJZ";"VME";;;"terrein 22 only IJZ habitation";1;
460;1;140525;448112;"Houten";"Albert Pistoriusweg terrein 17/18";"off-site structures";0;"IJZL";"ROM";;;"not a settlement (de Boer 2005)!";1;
461;0;140770;449810;"Houten";"Odijkerweg";"rural settlement";0;"IJZL";"ROM";;;;1;
462;0;141200;448640;"Houten";"Loerik terrein 6";"rural settlement";0;"IJZL";"VME";;;"very close to site 463 and 517";1;
463;0;141500;448570;"Houten";"Rietsloot terrein 7";"rural settlement";0;"IJZL";"ROMV";"small";;"very close to site 462 and 517";1;
464;0;142980;449970;"Odijk";"Atteveld";"rural settlement";0;"ROM";"ROM";;;;1;
465;0;143180;449500;"Werkhoven";"Achterdijk";"rural settlement";0;"IJZL";"ROM";;;;1;
466;0;143780;448540;"Werkhoven";"Oostromsedijkje-Noord";"rural settlement";0;"ROMM";"ROMM";;;;1;
467;0;142850;447950;"Werkhoven";"Oostromsedijkje-Zuid";"rural settlement";0;"ROMM";"ROMM";;;"also LME site; very close to site 2009, possibly one settlement";1;
468;0;144600;448450;"Werkhoven";"De Klaproos";"rural settlement; watchtower?";0;"IJZL";"VME";"large";;"also LME site; evidence for watchtower not substantiated by Vossen";1;
469;0;144920;447330;"Werkhoven";"Hollende Wagen I";"rural settlement";0;"ROMM";"ROMM";;;;1;
470;0;145220;446890;"Werkhoven";"Hollende Wagen II";"rural settlement";0;"ROMM";"ROMM";;;;1;
471;0;144530;449470;"Werkhoven";"Veldzicht";"rural settlement";0;"ROMM";"ROMM";;;;1;
472;0;140900;442900;"Schalkwijk";"Achterdijk II";"rural settlement; pottery kiln(s)";0;"ROMM";"ROMM";"250 x 150 m";;;1;
473;0;141580;442400;"Schalkwijk";"Noorder Lekdijk";"rural settlement";0;"ROM";"ROM";;;;1;
474;0;141900;442350;"Schalkwijk";"Honswijckse Wetering";"rural settlement";0;"ROM";"ROM";;;;1;
475;0;142520;442610;"Schalkwijk";"Pothuizerweg I";"rural settlement";0;"ROMM";"ROMM";;;"sites 475 - 479 may all be part of one large complex";1;
476;0;143230;442920;"Schalkwijk";"Pothuizerweg II";"rural settlement, stone-built?";0;"ROMM";"ROMM";"large";;"sites 475 - 479 may all be part of one large complex";1;
477;0;142740;442780;"Schalkwijk";"Pothuizerweg III";"rural settlement";0;"ROM";"ROM";;;"sites 475 - 479 may all be part of one large complex";1;
478;0;143000;442770;"Schalkwijk";"Pothuizerweg IV";"rural settlement";0;"ROMM";"ROMM";;;"sites 475 - 479 may all be part of one large complex";1;
479;0;143550;442890;"Schalkwijk";"Pothuizerweg V";"rural settlement";0;"ROMM";"ROMM";;;"sites 475 - 479 may all be part of one large complex";1;
480;0;149820;441850;"Wijk bij Duurstede";"De Eng";"rural settlement";0;"ROMM";"ROMM";;;;1;
481;0;149020;443480;"Wijk bij Duurstede";"Lage Maat I";"rural settlement";0;"ROMM";"ROMM";;;;1;
482;0;149450;443220;"Wijk bij Duurstede";"Lage Maat II";"rural settlement";0;"ROMM";"ROMM";;;"very close to site 483, possibly one settlement";1;
483;0;149750;443370;"Wijk bij Duurstede";"Wijkersloot II";"rural settlement";0;"ROMM";"ROMM";;;"very close to site 482, possibly one settlement; also LME site";1;
484;0;145340;440700;"Culemborg";"Voorkoop";"rural settlement";0;"ROMM";"ROMM";;;;1;
485;0;146300;438650;"Beusichem";"Hooge Voorkoop I";"rural settlement";0;"ROMM";"ROMM";;;;1;
486;0;149420;438320;"Asch";"De Laak";"rural settlement?";1;"ROMM";"ROMM";;;;1;
487;0;145160;439680;"Beusichem";"Molenkade";"rural settlement?";1;"ROMM";"ROMM";;;"only metal finds";1;
488;0;141270;450450;"Houten";"De Geer";"rural settlement";0;"IJZL";"VME";;;"most probably ROMV-ROMM, with habitation hiatus in ROML";1;
489;0;141700;451100;"Odijk";"Rietsloot";"rural settlement";0;"ROMM";"ROMM";;;;1;
490;0;142400;450300;"Odijk";"Houtenseweg I";"rural settlement";0;"ROMV";"ROMM";;;"also VME/LME site";1;
491;0;143012;450325;"Odijk";"'t Vagevuur";"rural settlement";0;"ROMV";"ROMM";;;;1;
492;0;142600;450700;"Odijk";"Houtenseweg II";"rural settlement";0;"ROM";"ROM";;;"also LME site";1;
493;0;144025;451380;"Odijk";"De Vork I";"rural settlement";0;"ROMMA";"ROMMB";;;"Vos (2009) combined Vossen's sites 493 and 494 into one settlement; Archis-waarnemingsnummer 44542 is dated 50 - 200 AD (Dijkstra 2000);  Archis-waarnemingsnummer 44576 and 50473 are located further north, and do not show clear traces of ROMV-ROMM occupation";1;
494;1;144150;451460;"Odijk";"De Vork II";"rural settlement";0;"ROMMA";"ROMMB";;;"= site 493";1;
495;0;143745;451840;"Odijk";"Schoudermantel";"rural settlement";0;"ROMM";"ROMM";;;"VME site close by (AMK-nummer 2214)";1;
496;0;141950;452030;"Bunnik";"Groeneweg / Achterdijk";"rural settlement";0;"ROMM";"ROMM";;;;1;
497;0;142227;451865;"Bunnik";"Rijsbruggerwetering";"rural settlement";0;"ROMM";"ROMM";;;;1;
498;0;141661;451748;"Bunnik";"Groeneweg";"rural settlement";0;"ROM";"ROM";;;;1;
499;0;151110;443570;"Wijk bij Duurstede";"De Geer";"rural settlement; burial(s)";0;"IJZM";"VME";;;"habitation peak ROMM - ROML (Vos 2009); also BRONSM and LME occupation; cremation burial dated 150 - 300 AD (Vos 2009)";1;
500;0;151100;442750;"Wijk bij Duurstede";"De Horden";"rural settlement; burial(s)";0;"ROMVA";"ROMMB";"large";;"habitation dated 0 - 200 AD (Vos 2009); also BRONSM/IJZV occupation; cemetery dated 120 - 200 AD";1;
502;0;139520;452190;"Bunnik";"Fort Vechten";"castellum";0;"ROMVA";"ROMMB";;;"Fectio; castellum dated approx. 5 BC - 275 AD; Archis-waarnemingsnummer 26376 removed from Archis";1;
503;0;138660;451850;"Houten";"De Klomp";"rural settlement";0;"ROMM";"ROMM";;;;1;
504;0;138070;452060;"Utrecht";"De Koppel";"road";0;"ROM";"ROM";;;;1;
505;0;136800;455830;"Utrecht";"Domplein";"castellum";0;"ROMVB";"ROMMB";;;"Traiectum; castellum dated approx. 50 - 275 AD; west side vicus close to site 3153";1;
506;0;136340;451270;"Nieuwegein";"Het Veld";"rural settlement";0;"ROM";"ROM";;;;1;
507;0;137820;451390;"Houten";"Wayense Dijk";"rural settlement";0;"ROMM";"ROMM";;;;1;
508;0;137470;450740;"Houten";"Houtenseweg";"rural settlement";0;"ROMM";"ROMM";;;"very close to site 509";1;
509;0;137410;450330;"Houten";"Langeweg";"rural settlement; road?";0;"ROMV";"ROMM";;;"very close to site 508; road uncertain";1;
510;0;136900;450500;"Laagraven";"Koppelveld";"rural settlement";0;"IJZL";"ROM";;;;1;
511;0;136920;449900;"Laagraven";"Heemsteedse Weg";"rural settlement";0;"IJZL";"LME";;;;1;
512;0;138200;450500;"Houten";"Doornkade";"rural settlement";0;"IJZL";"ROMMA";"small";;"habitation dated IJZL - 150 AD";1;
513;0;139100;450300;"Houten";"Oud Wulfseweg";"rural settlement; stone-built?";0;"ROMM";"ROML";"large";;"some evidence for a stone building, but no foundations found";1;
514;0;136570;449700;"Laagraven";"Heemstederbrug";"rural settlement";0;"IJZL";"ROM";;;;1;
515;0;139550;448070;"Houten";"Houtense Wetering terrein 24";"rural settlement";0;"IJZM";"ROMMB";;;"Roman habitation dated ROMVB - 225 AD (Vos 2009); contintuity of habitation in IJZL uncertaint";1;
516;0;139700;448560;"Houten";"Julianaweg";"rural settlement";0;"ROMM";"ROMM";;;;1;
517;0;141560;448300;"Houten";"Overdam terrein 8A";"rural settlement; burial(s)";0;"ROMVA";"ROMMB";"small";;"habitation dated 0 - 200 AD; burials dated IJZL-ROMV (Vos 2000)";1;
518;0;139400;445360;"Schalkwijk";"Inundatiekanaal";"rural settlement";0;"ROM";"ROM";;;;1;
519;0;149950;430750;"Meteren";"Hondsgemet";"rural settlement";0;"IJZL";"ROML";;;"habitation dated 120 BC - 225 AD (van Renswoude 2006); metal finds point to ROML phase as well";1;
520;0;156550;432880;"Tiel";"Rivierenlandlaan";"burial(s)";0;"ROMMA";"ROMMB";;;"cemetery dated approx. 70 - 200 AD (Hulst 1987)";1;
521;0;157000;431200;"Tiel";"Uiterwaard II";"rural settlement?";1;"ROMV";"ROMM";;;"no associated Archis-waarnemingsnummer; only metal finds; very close to site 241, possibly one settlement";1;
522;0;157150;431200;"Tiel";"Kruisstraat";"burial(s)";0;"ROMM";"ROML";;;"cemetery dated approx. 80 - 120 AD, possibly 3rd-5th century AD as well (Heeren 2009)";1;
523;0;150950;434800;"Buren";"'t Hulster";"rural settlement";0;"ROMM";"ROMM";"320 x 300 m";;"habitation dated approx. 100 - 200 AD (Modderman 1949)";1;
524;0;150100;444550;"Cothen";"Wilhelminahoeve";"rural settlement";0;"ROMM";"ROMM";;;"also VME/LME site";1;
525;1;153850;435540;"Kerk-Avezaath";"Burense Dijk";"isolated find(s)";0;"ROMM";"ROMM";;;"= site 175";1;
526;1;157170;431400;"Tiel";"Waaloever";"isolated find(s)";0;"ROMMB";"ROMMB";;;"belongs to site 522 (Heeren 2009)";1;
527;1;159360;436500;"Medel";"Eeksestraat I";"isolated find(s)?";1;"ROMM";"ROMM";;;;1;
528;1;150340;434520;"Buren";"Eben Haëzer";"isolated find(s)";0;"ROMM";"ROMM";;;"= site 301";1;
529;0;159600;436230;"Medel";"Eeksestraat II";"rural settlement";0;"ROM";"ROM";;;;1;
530;0;155630;434250;"Kapel-Avezaath";"A15";"rural settlement";1;"IJZL";"ROMM";;;"same as site 168; Archis-waarnemingsnummer 21406 relocated by Vossen; also registered as site 178";1;
531;1;167060;425300;"Megen";"Kapelstraat";"burial(s)?";0;"ROMM";"ROMM";;;"= site 415";1;
532;0;149700;417700;"Driel";"Hoge Rooijen";"rural settlement";0;"ROM";"ROM";"125 x 35 m";;;1;
533;1;147850;417050;"Hedel";"Hedelsche Waard";"isolated find(s)";0;"ROMV";"ROMV";;;;1;
534;0;150560;424850;"Hurwenen";"Bij de Roskam";"rural settlement?";1;"ROM";"ROM";;;;1;
535;1;151600;424100;"Rossum";"Waal";"isolated find(s)";0;"IJZL";"ROMM";;;;1;
536;0;152460;423500;"Rossum";"Het Klooster";"castellum?";1;"ROMV";"ROML";;;"Grinnes; interpretation as castellum very uncertain (van Hemert 2010); also LME monastery";1;
537;0;152150;422850;"Alem";"Marensche Waarden";"civil settlement?; cult site?";0;"IJZL";"ROMM";;;"possibly the location of Grinnes, probably central place in IJZL and ROM vicus (Roymans 2004); also VME site";1;
538;0;154250;422500;"Maren";"Dorp";"rural settlement";0;"ROMV";"ROMM";"150 x 150 m";;"also VME/LME site";1;
539;0;150850;420450;"Kerkdriel";"De Worden";"rural settlement";0;"ROMV";"ROML";;;"also VME/LME site";1;
540;0;151880;419800;"Kerkdriel";"Paterstraat";"rural settlement?";1;"ROM";"ROM";;;;1;
541;0;152900;432800;"Tweesluizen";"Aardkuil";"rural settlement?";1;"IJZL";"ROM";;;"no associated Archis-waarnemingsnummer";1;
542;0;151740;432760;"Tweesluizen";"Het Riet";"rural settlement?";1;"ROM";"ROM";;;"no associated Archis-waarnemingsnummer";1;
543;0;146900;431050;"Meteren";"Boog D-Noord";"rural settlement";0;"ROMMA";"ROMMB";;;"habitation dated approx. 75 - 225 AD (Spanjer 1998)";1;
544;0;154480;440250;"Rijswijk";"De Hucht";"rural settlement";0;"ROMV";"ROMM";;;"no associated Archis-waarnemingsnummer, only metal finds";1;
545;1;150780;416550;"Empel";"Ulpersloot";"out of context find(s)";0;"ROMM";"ROMM";;;"no associated Archis-waarnemingsnummer";1;
546;0;150970;437450;"Asch";"Noord Asch";"rural settlement";0;"ROMV";"ROMM";;;"only metal finds";1;
547;0;153100;441750;"Rijswijk";"Roodvoet";"castellum; civil settlement; burial(s)";1;"ROMVB";"ROMMB";;;"Levefanum?; castellum dated approx. 50 - 275 AD";1;
548;0;154580;441080;"Maurik";"De Woerd";"rural settlement";0;"IJZL";"ROML";"400 x 100 m";;"also VME site";1;
549;0;154900;440000;"Maurik";"Essenbos";"rural settlement";0;"ROMM";"ROMM";;;;1;
550;0;155540;440750;"Maurik";"De Park";"rural settlement";0;"ROMV";"ROML";;;"also LME site";1;
551;1;156380;441580;"Maurik";"Garststraat";"isolated find(s)";0;"ROM";"ROM";;;"also LME site";1;
552;0;158310;442590;"Eck en Wiel";"Oude Hofstede";"rural settlement";0;"ROMM";"ROMM";;;;1;
553;0;158715;442185;"Maurik";"Buitenweg";"rural settlement?; burial(s)";0;"ROMVA";"ROMMB";"0.6 ha";;"burials dated approx. 0 - 175 AD (Veldman 2012)";1;
554;0;158800;442500;"Eck en Wiel";"De Mente I";"rural settlement";0;"IJZL";"ROMLA";;;"also VME/LME site; habitation dated approx. 100 - 200 AD (Modderman 1949)";1;
555;1;159185;442330;"Eck en Wiel";"De Mente II";"isolated find(s)?";1;"ROM";"ROM";;;"LME site with some Roman finds";1;
556;0;159850;442580;"Eck en Wiel";"De Kniphoek";"rural settlement";0;"IJZL";"ROMM";;;"also IJZM and VME/LME site; very close to site 557, possibly one settlement?; habitation dated approx. 0 - 300 AD (Modderman 1949)";1;
557;0;159910;442460;"Eck en Wiel";"Adam van Delenstraat";"rural settlement?";1;"IJZL";"ROM";;;"also VME site; very close to site 135 and 556, possibly one settlement?";1;
558;0;158210;439760;"Maurik";"'t Haagje";"rural settlement";0;"IJZL";"ROMM";;;"also LME site";1;
559;0;157450;437500;"Zoelen";"Rooyenstein";"rural settlement";0;"ROMM";"ROMM";;;;1;
560;0;158900;438050;"Zoelen";"De Beldert";"rural settlement";0;"IJZL";"ROMM";"2 ha";;"also NEO site; ROMM phase dated approx. 75 - 250 AD (Hulst et al. 1993)";1;
561;0;141300;423950;"Nieuwaal";"Hoge Weg";"rural settlement";0;"ROMM";"ROMM";;;;1;
562;0;140250;423480;"Nieuwaal";"Middelkampseweg";"rural settlement";0;"IJZL";"ROML";"350 x 65 m";;"also VME site";1;
563;0;140050;423200;"Nieuwaal";"De Epen I";"rural settlement";0;"ROM";"ROM";;;"Archis-waarnemingsnummer 40381 removed from Archis";1;
564;0;143170;423600;"Gameren";"Spelwerd";"rural settlement";0;"ROM";"ROM";"70 x 65 m";;;1;
565;0;143810;423560;"Zaltbommel";"De Tijningen";"rural settlement";0;"ROMM";"ROMM";;;"habitation dated approx. 100 - 225 AD (Modderman 1949b)";1;
566;0;144250;423650;"Zaltbommel";"Nieuwe Tijningen";"rural settlement";0;"ROM";"ROM";;;;1;
567;0;145270;424050;"Zaltbommel";"De Vergt";"rural settlement";0;"ROMM";"ROMM";"300 x 70 m";;;1;
568;0;149600;423460;"Rossum";"Twee Geerden";"rural settlement";0;"IJZL";"ROMM";;;;1;
569;0;148050;423120;"Hurwenen";"Hurwenensche Broek";"rural settlement";0;"ROMV";"ROMM";;;;1;
570;0;148620;421420;"Velddriel";"De Vliert";"rural settlement";0;"ROMV";"ROMM";;;"also NEO/BRONS site";1;
571;0;149250;420970;"Velddriel";"Oude Wei";"rural settlement";0;"ROMV";"ROMM";;;;1;
572;0;149350;420500;"Velddriel";"Bovenste Kromakkers I";"rural settlement";0;"ROMM";"ROML";"large";;"also VME/LME site; very close to site 573, possibly one settlement?";1;
573;0;149000;420480;"Velddriel";"Bovenste Kromakkers II";"rural settlement";0;"ROMV";"ROMV";;;"very close to site 572, possibly one settlement?";1;
574;0;148870;420050;"Velddriel";"De Pepert";"rural settlement";0;"ROMV";"ROMM";"75 x 50 m";;;1;
575;0;148580;418800;"Velddriel";"De Ham";"rural settlement?";1;"ROM";"ROM";;;;1;
576;0;146220;419700;"Hedel";"Achterdijk";"rural settlement";0;"IJZL";"ROMM";;;;1;
577;0;145450;420950;"Bruchem";"Broekseweg";"rural settlement";0;"IJZL";"ROMM";;;;1;
578;0;144500;421400;"Bruchem";"De Burge";"rural settlement";0;"IJZL";"ROML";"175 x 110 m";;"also VME site";1;
579;0;143600;420670;"Kerkwijk";"Hof van Aalderwijk";"rural settlement";0;"ROMV";"ROML";"150 x 110 m";;"also VME/LME site";1;
580;0;142900;420420;"Kerkwijk";"Kruisstraat";"rural settlement?";1;"ROMM";"ROML";;;"only metal finds; also VME site";1;
581;1;143450;419950;"Kerkwijk";"Achter de Vameren";"isolated find(s)";0;"IJZL";"ROMV";;;"no associated Archis-waarnemingsnummer";1;
582;0;141320;420000;"Delwijnen";"Dorp";"rural settlement";0;"ROMV";"ROMM";"275 x 150 m";;"also VME/LME site";1;
583;0;140850;420350;"Delwijnen";"De Eng I";"rural settlement; burial(s)";0;"IJZL";"ROML";;;"cremation burials dated ROMM";1;
584;1;140850;420350;"Delwijnen";"De Eng II";"rural settlement";0;"IJZL";"ROML";;;"= site 583";1;
585;0;146250;422150;"Bruchem";"De Veluwe";"rural settlement";0;"ROMM";"ROMM";"285 x 125 m";;;1;
586;0;169300;438100;"Kesteren";"Bergzicht";"rural settlement";0;"ROMV";"ROMM";;;"habitation dated approx. 0 - 275 AD (Willems 1986)";1;
587;0;166460;438070;"Lienden";"Nedereindsestraat II";"rural settlement?";1;"ROMM";"ROMM";;;;1;
588;0;176120;438700;"Hemmen";"Lingehof";"rural settlement?";1;"IJZL";"ROMV";;;"habitation dated approx. 250 BC - 100 AD (Willems 1986); also BRONS site";1;
589;0;174710;438250;"Opheusden";"De Roetert";"rural settlement";0;"IJZL";"VMEB";;;"habitation dated approx. 250 BC - 750 AD (Willems 1986)";1;
590;0;170030;438050;"Opheusden";"De Zeven Morgen";"rural settlement";0;"ROMV";"ROMM";;;"habitation dated approx. 0 - 275 AD (Willems 1986)";1;
591;0;171500;438400;"Opheusden";"Dorp";"rural settlement";0;"ROMV";"ROMM";;;"habitation dated approx. 0 - 275 AD (Willems 1986); also VME/LME site";1;
592;0;172920;437750;"Dodewaard";"Strijwaard";"rural settlement";0;"IJZL";"ROMMA";;;"habitation dated approx. 250 BC - 100 AD (Willems 1986)";1;
593;0;175270;438030;"Hemmen";"De Grote Wuust";"rural settlement";0;"ROMV";"VMEB";;;"habitation dated approx. 0 - 750 AD (Willems 1986); = site 594";1;
594;0;175360;437820;"Hemmen";"De Kleine Wuust";"rural settlement";0;"IJZL";"ROML";;;"habitation dated approx. 250 BC - 500 AD (Willems 1986); = site 593";1;
595;0;177450;438100;"Zetten";"Dorp";"rural settlement";0;"ROMV";"VMEB";;;"habitation dated approx. 0 - 750 AD (Willems 1986); also LME site; very close to site 2071, possibly one settlement";1;
596;0;178480;440000;"Randwijk";"De Hoge Asterd";"rural settlement";0;"ROMV";"ROMM";;;"habitation dated approx. 0 - 275 AD (Willems 1986); also VME site";1;
597;0;178900;438900;"Zetten";"De Korte Stukken";"rural settlement?";1;"ROMV";"ROMM";;;"habitation dated approx. 0 - 275 AD (Willems 1986); also VME site";1;
598;0;178250;437650;"Zetten";"De Grote Woerd";"rural settlement?";1;"IJZL";"ROMM";;;"habitation dated approx. 250BC - 275 AD (Willems 1986)";1;
599;0;175900;438340;"Hemmen";"Gesperden";"rural settlement?";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
600;0;173560;437560;"Dodewaard";"Het Hoge Huis";"rural settlement?";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
601;0;178570;438500;"Zetten";"De Hoge Hof";"rural settlement";0;"IJZL";"VMEB";;;"habitation dated approx. 250BC - 750 AD (Willems 1986); also LME site";1;
603;0;176860;438780;"Hemmen";"Hemmermeer";"rural settlement?; cult site?";0;"IJZL";"ROMM";;;"habitation dated approx. 250BC - 275 AD (Willems 1986); finds possibly not in context";1;
604;0;179780;436000;"Herveld-Noord";"De Grote Woerd";"rural settlement; road?";0;"IJZL";"VMEB";;;"habitation dated approx. 250BC - 750 AD (Willems 1986); also LME site; 400 m long road segment mentioned by Janssen (1844), but context and dating somewhat unclear";1;
606;0;179150;435650;"Andelst";"De Hoge Hof";"rural settlement";0;"ROMV";"VMEB";;;"habitation dated approx. 0 - 750 AD (Willems 1986)";1;
607;0;179870;434500;"Herveld-Zuid";"Schoolstraat";"rural settlement; burial(s)?";0;"IJZM";"ROMM";;;"habitation dated approx. 500 BC - 275 AD (Willems 1986); also VME site; possible burial(s) dated ROMM = site 1030";1;
608;0;178450;435300;"Andelst";"Dorp";"rural settlement; burial(s)?";0;"IJZM";"ROMM";;;"habitation dated approx. 500 BC - 750 AD (Willems 1986); also LME site";1;
609;0;176000;435300;"Wely";"Het Höfke";"rural settlement";0;"IJZL";"ROML";;;"habitation dated approx. 250 BC - 425 AD (Willems 1986); also LME site";1;
610;0;173250;435300;"Dodewaard";"Hervormde Kerk";"rural settlement?";0;"ROMVB";"ROMMB";;;"habitation dated approx. 50 - 275 AD (Willems 1986); Archis-waarnemingsnummer 25679 removed from Archis";1;
611;0;170410;433780;"Druten";"Brouwerstraat";"rural settlement";0;"IJZL";"ROML";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); a few ROML finds reported by Bink (2006); also VME/LME site";1;
612;0;178005;437060;"Andelst";"De Vergulde Bodem";"rural settlement";0;"ROMVA";"ROMMB";;;"habitation dated approx. 0 - 200 AD (Mooren 2006); also VME site";1;
613;0;176110;433250;"Winssen";"Oude Veerhuis";"rural settlement, stone-built";0;"ROMMA";"ROMMB";;;"habitation dated approx. 75 - 275 AD (Willems 1986)";1;
614;0;176500;432800;"Winssen";"Geerstraat";"rural settlement";0;"IJZL";"ROMMB";;;"habitation dated approx. 250 BC - 200 AD (Willems 1986)";1;
615;0;171800;432250;"Afferden";"Het Hoog";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also LME site";1;
616;0;170780;432385;"Druten";"Gelenberg I";"rural settlement; burial(s)";0;"ROMM";"ROMM";;;"burial(s) dated 100 - 250 AD (Willems 1986); also VME burial site";1;
617;0;171200;435200;"Dodewaard";"Appelenborg";"rural settlement";0;"ROMV";"ROML";;;"habitation dated approx. 0 - 375 AD (Willems 1986)";1;
619;0;170400;432850;"Druten";"Klepperhei";"rural settlement, stone-built";0;"ROMMA";"ROMMB";"350 m";;"habitation dated approx. 70 - 225 AD (Hulst & Noordam 1977a; 1979); start stone-built phase unclear, probably around 100 - 125 AD; complex includes bath house; also IJZM site";1;
620;0;174210;433550;"Deest";"Grotestraat";"rural settlement, stone-built?";0;"ROMM";"ROMM";;;"also VME/LME site";1;
621;0;174560;435740;"Hien";"Nieuwe Dijk";"rural settlement";0;"ROMV";"ROMM";;;"habitation dated approx. 0 - 275 AD (Willems 1986)";1;
622;0;173920;433640;"Deest";"De Hosterd";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also VME/LME site";1;
624;1;172050;431550;"Afferden";"Schriksestraat";"isolated find(s)";0;"ROMM";"ROMM";;;;1;
626;0;179450;430500;"Ewijk";"Koningsstraat I";"rural settlement";0;"IJZL";"ROMMB";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986);  also NEO/BRONS/IJZ and VME site";1;
628;0;179380;429880;"Beuningen";"Ooigraaf";"rural settlement";0;"IJZL";"ROMMB";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
629;0;178780;429820;"Ewijk";"De Hoge Woerd";"rural settlement";0;"IJZM";"LMEA";;;"habitation dated approx. 500 BC - 750 AD (Willems 1986); Hulst et al. (1992) only found IJZM/IJZL and VMEC/LMEA occupation, Roman building materials re-used for Carolingian settlement";1;
630;0;178370;429840;"Ewijk";"De Woerdjes I";"rural settlement";0;"IJZV";"ROMM";;;"habitation dated approx. 800 BC - 275 AD (Willems 1986); also NEOM/NEOL site; very close to site 891, possibly one settlement?";1;
631;0;177440;430480;"Ewijk";"Wolfsdarm";"rural settlement";0;"IJZV";"ROMM";;;"habitation dated approx. 800 BC - 275 AD (Willems 1986); also NEO/BRONSM site";1;
632;0;176100;425750;"Leur";"Dorp";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
633;0;174750;429300;"Bergharen";"Wijkse Veld";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
634;1;174700;426250;"Hernen";"Leursche Veld";"isolated find(s)";0;"ROMVB";"ROMM";;;"finds dated approx. 50 - 275 AD (Willems 1986)";1;
635;0;185000;442850;"Doorwerth";"Drielse Veer";"deposit";1;"ROMV";"ROMM";;;"deposit in the river Rhine, context not clear";1;
636;0;174850;425550;"Leur";"Fleerde";"rural settlement";0;"IJZM";"VMEA";;;"habitation dated approx. 500 BC - 500 AD (Willems 1986)";1;
637;0;174150;425150;"Leur";"Kapelhof";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also VME site";1;
638;1;185850;441900;"Driel";"Molenstraat";"isolated find(s)";0;"ROM";"ROM";;;"also LME site";1;
640;0;173600;427800;"Hernen";"De Hofstede";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
